Region,Country,City,Day,AvgTemperature
South/Central America & Carribean,Uruguay,Montvideo,27,62.6
South/Central America & Carribean,Uruguay,Montvideo,28,59.8
South/Central America & Carribean,Uruguay,Montvideo,29,63.3
South/Central America & Carribean,Uruguay,Montvideo,30,69.1
South/Central America & Carribean,Venezuela,Caracas,1,82.0
South/Central America & Carribean,Venezuela,Caracas,2,81.4
South/Central America & Carribean,Venezuela,Caracas,3,80.2
South/Central America & Carribean,Venezuela,Caracas,4,81.1
South/Central America & Carribean,Venezuela,Caracas,5,78.9
South/Central America & Carribean,Venezuela,Caracas,6,79.6
South/Central America & Carribean,Venezuela,Caracas,7,80.3
South/Central America & Carribean,Venezuela,Caracas,8,79.9
South/Central America & Carribean,Venezuela,Caracas,9,81.0
South/Central America & Carribean,Venezuela,Caracas,10,81.7
South/Central America & Carribean,Venezuela,Caracas,11,81.5
South/Central America & Carribean,Venezuela,Caracas,12,81.8
South/Central America & Carribean,Venezuela,Caracas,13,81.3
South/Central America & Carribean,Venezuela,Caracas,14,79.7
South/Central America & Carribean,Venezuela,Caracas,15,81.1
South/Central America & Carribean,Venezuela,Caracas,16,82.0
South/Central America & Carribean,Venezuela,Caracas,17,80.6
South/Central America & Carribean,Venezuela,Caracas,18,82.4
South/Central America & Carribean,Venezuela,Caracas,19,82.0
South/Central America & Carribean,Venezuela,Caracas,20,82.1
South/Central America & Carribean,Venezuela,Caracas,21,82.4
South/Central America & Carribean,Venezuela,Caracas,22,81.5
South/Central America & Carribean,Venezuela,Caracas,23,80.2
South/Central America & Carribean,Venezuela,Caracas,24,81.1
South/Central America & Carribean,Venezuela,Caracas,25,81.3
South/Central America & Carribean,Venezuela,Caracas,26,83.0
South/Central America & Carribean,Venezuela,Caracas,27,82.2
South/Central America & Carribean,Venezuela,Caracas,28,82.7
South/Central America & Carribean,Venezuela,Caracas,29,81.9
South/Central America & Carribean,Venezuela,Caracas,30,80.5
North America,US,Birmingham,1,59.4
North America,US,Birmingham,2,66.3
North America,US,Birmingham,3,70.0
North America,US,Birmingham,4,69.3
North America,US,Birmingham,5,69.7
North America,US,Birmingham,6,69.6
North America,US,Birmingham,7,69.6
North America,US,Birmingham,8,58.0
North America,US,Birmingham,9,51.6
North America,US,Birmingham,10,49.5
North America,US,Birmingham,11,50.8
North America,US,Birmingham,12,55.7
North America,US,Birmingham,13,54.8
North America,US,Birmingham,14,51.5
North America,US,Birmingham,15,53.3
North America,US,Birmingham,16,58.8
North America,US,Birmingham,17,52.2
North America,US,Birmingham,18,64.0
North America,US,Birmingham,19,50.7
North America,US,Birmingham,20,41.2
North America,US,Birmingham,21,40.7
North America,US,Birmingham,22,47.2
North America,US,Birmingham,23,43.5
North America,US,Birmingham,24,46.9
North America,US,Birmingham,25,50.9
North America,US,Birmingham,26,50.4
North America,US,Birmingham,27,46.9
North America,US,Birmingham,28,50.5
North America,US,Birmingham,29,55.1
North America,US,Birmingham,30,60.2
North America,US,Huntsville,1,57.9
North America,US,Huntsville,2,65.6
North America,US,Huntsville,3,69.7
North America,US,Huntsville,4,69.2
North America,US,Huntsville,5,70.3
North America,US,Huntsville,6,71.3
North America,US,Huntsville,7,69.4
North America,US,Huntsville,8,53.3
North America,US,Huntsville,9,53.1
North America,US,Huntsville,10,50.0
North America,US,Huntsville,11,48.2
North America,US,Huntsville,12,53.8
North America,US,Huntsville,13,52.5
North America,US,Huntsville,14,47.5
North America,US,Huntsville,15,50.8
North America,US,Huntsville,16,57.9
North America,US,Huntsville,17,49.5
North America,US,Huntsville,18,62.2
North America,US,Huntsville,19,48.6
North America,US,Huntsville,20,39.1
North America,US,Huntsville,21,41.6
North America,US,Huntsville,22,45.9
North America,US,Huntsville,23,42.1
North America,US,Huntsville,24,44.1
North America,US,Huntsville,25,50.3
North America,US,Huntsville,26,49.8
North America,US,Huntsville,27,45.2
North America,US,Huntsville,28,49.2
North America,US,Huntsville,29,53.4
North America,US,Huntsville,30,59.6
North America,US,Mobile,1,65.7
North America,US,Mobile,2,73.5
North America,US,Mobile,3,71.9
North America,US,Mobile,4,70.3
North America,US,Mobile,5,68.9
North America,US,Mobile,6,70.6
North America,US,Mobile,7,71.7
North America,US,Mobile,8,68.9
North America,US,Mobile,9,58.1
North America,US,Mobile,10,55.4
North America,US,Mobile,11,58.3
North America,US,Mobile,12,61.0
North America,US,Mobile,13,61.6
North America,US,Mobile,14,58.4
North America,US,Mobile,15,57.3
North America,US,Mobile,16,59.5
North America,US,Mobile,17,63.2
North America,US,Mobile,18,68.1
North America,US,Mobile,19,58.9
North America,US,Mobile,20,45.5
North America,US,Mobile,21,43.0
North America,US,Mobile,22,57.3
North America,US,Mobile,23,51.1
North America,US,Mobile,24,50.3
North America,US,Mobile,25,50.0
North America,US,Mobile,26,54.5
North America,US,Mobile,27,52.6
North America,US,Mobile,28,52.8
North America,US,Mobile,29,62.8
North America,US,Mobile,30,66.7
North America,US,Montgomery,1,60.4
North America,US,Montgomery,2,67.4
North America,US,Montgomery,3,69.2
North America,US,Montgomery,4,72.4
North America,US,Montgomery,5,67.7
North America,US,Montgomery,6,67.2
North America,US,Montgomery,7,66.4
North America,US,Montgomery,8,66.0
North America,US,Montgomery,9,55.3
North America,US,Montgomery,10,53.2
North America,US,Montgomery,11,51.7
North America,US,Montgomery,12,52.9
North America,US,Montgomery,13,55.1
North America,US,Montgomery,14,53.6
North America,US,Montgomery,15,51.2
North America,US,Montgomery,16,54.1
North America,US,Montgomery,17,53.8
North America,US,Montgomery,18,59.9
North America,US,Montgomery,19,56.9
North America,US,Montgomery,20,42.8
North America,US,Montgomery,21,39.4
North America,US,Montgomery,22,52.0
North America,US,Montgomery,23,49.1
North America,US,Montgomery,24,49.6
North America,US,Montgomery,25,49.7
North America,US,Montgomery,26,50.4
North America,US,Montgomery,27,47.4
North America,US,Montgomery,28,48.8
North America,US,Montgomery,29,54.3
North America,US,Montgomery,30,60.2
North America,US,Anchorage,1,33.4
North America,US,Anchorage,2,31.4
North America,US,Anchorage,3,32.8
North America,US,Anchorage,4,29.2
North America,US,Anchorage,5,30.8
North America,US,Anchorage,6,30.2
North America,US,Anchorage,7,28.1
North America,US,Anchorage,8,22.5
North America,US,Anchorage,9,21.2
North America,US,Anchorage,10,19.7
North America,US,Anchorage,11,23.3
North America,US,Anchorage,12,19.5
North America,US,Anchorage,13,16.2
North America,US,Anchorage,14,27.8
North America,US,Anchorage,15,22.3
North America,US,Anchorage,16,21.3
North America,US,Anchorage,17,21.3
North America,US,Anchorage,18,14.6
North America,US,Anchorage,19,16.9
North America,US,Anchorage,20,19.5
North America,US,Anchorage,21,21.1
North America,US,Anchorage,22,12.1
North America,US,Anchorage,23,12.7
North America,US,Anchorage,24,17.9
North America,US,Anchorage,25,18.5
North America,US,Anchorage,26,9.3
North America,US,Anchorage,27,16.4
North America,US,Anchorage,28,22.8
North America,US,Anchorage,29,25.7
North America,US,Anchorage,30,24.5
North America,US,Fairbanks,1,29.4
North America,US,Fairbanks,2,24.0
North America,US,Fairbanks,3,29.7
North America,US,Fairbanks,4,28.8
North America,US,Fairbanks,5,23.3
North America,US,Fairbanks,6,21.6
North America,US,Fairbanks,7,14.4
North America,US,Fairbanks,8,15.3
North America,US,Fairbanks,9,16.5
North America,US,Fairbanks,10,18.1
North America,US,Fairbanks,11,14.5
North America,US,Fairbanks,12,14.2
North America,US,Fairbanks,13,25.0
North America,US,Fairbanks,14,17.9
North America,US,Fairbanks,15,-1.4
North America,US,Fairbanks,16,10.4
North America,US,Fairbanks,17,10.7
North America,US,Fairbanks,18,-11.6
North America,US,Fairbanks,19,-10.5
North America,US,Fairbanks,20,-10.0
North America,US,Fairbanks,21,-20.7
North America,US,Fairbanks,22,3.5
North America,US,Fairbanks,23,2.8
North America,US,Fairbanks,24,-3.8
North America,US,Fairbanks,25,-6.4
North America,US,Fairbanks,26,-15.6
North America,US,Fairbanks,27,-14.1
North America,US,Fairbanks,28,-9.9
North America,US,Fairbanks,29,-5.9
North America,US,Fairbanks,30,-2.3
North America,US,Juneau,1,37.7
North America,US,Juneau,2,36.0
North America,US,Juneau,3,29.3
North America,US,Juneau,4,31.6
North America,US,Juneau,5,28.9
North America,US,Juneau,6,30.2
North America,US,Juneau,7,38.9
North America,US,Juneau,8,27.3
North America,US,Juneau,9,24.6
North America,US,Juneau,10,30.2
North America,US,Juneau,11,30.8
North America,US,Juneau,12,23.2
North America,US,Juneau,13,26.7
North America,US,Juneau,14,31.2
North America,US,Juneau,15,27.0
North America,US,Juneau,16,20.8
North America,US,Juneau,17,27.2
North America,US,Juneau,18,27.4
North America,US,Juneau,19,17.8
North America,US,Juneau,20,19.3
North America,US,Juneau,21,23.8
North America,US,Juneau,22,18.8
North America,US,Juneau,23,25.7
North America,US,Juneau,24,29.7
North America,US,Juneau,25,27.9
North America,US,Juneau,26,17.8
North America,US,Juneau,27,22.4
North America,US,Juneau,28,32.2
North America,US,Juneau,29,35.8
North America,US,Juneau,30,36.8
North America,US,Phoenix,1,72.3
North America,US,Phoenix,2,73.1
North America,US,Phoenix,3,71.7
North America,US,Phoenix,4,73.4
North America,US,Phoenix,5,72.7
North America,US,Phoenix,6,69.9
North America,US,Phoenix,7,73.0
North America,US,Phoenix,8,73.6
North America,US,Phoenix,9,74.2
North America,US,Phoenix,10,72.7
North America,US,Phoenix,11,72.0
North America,US,Phoenix,12,71.0
North America,US,Phoenix,13,74.2
North America,US,Phoenix,14,72.5
North America,US,Phoenix,15,70.5
North America,US,Phoenix,16,71.9
North America,US,Phoenix,17,70.7
North America,US,Phoenix,18,68.1
North America,US,Phoenix,19,66.0
North America,US,Phoenix,20,65.5
North America,US,Phoenix,21,66.3
North America,US,Phoenix,22,70.0
North America,US,Phoenix,23,72.8
North America,US,Phoenix,24,70.7
North America,US,Phoenix,25,71.1
North America,US,Phoenix,26,70.9
North America,US,Phoenix,27,69.3
North America,US,Phoenix,28,65.4
North America,US,Phoenix,29,64.9
North America,US,Phoenix,30,68.9
North America,US,Tucson,1,70.0
North America,US,Tucson,2,68.4
North America,US,Tucson,3,68.8
North America,US,Tucson,4,73.0
North America,US,Tucson,5,70.6
North America,US,Tucson,6,66.2
North America,US,Tucson,7,69.3
North America,US,Tucson,8,66.3
North America,US,Tucson,9,68.1
North America,US,Tucson,10,68.6
North America,US,Tucson,11,69.2
North America,US,Tucson,12,68.0
North America,US,Tucson,13,69.8
North America,US,Tucson,14,70.2
North America,US,Tucson,15,68.2
North America,US,Tucson,16,68.8
North America,US,Tucson,17,67.8
North America,US,Tucson,18,66.2
North America,US,Tucson,19,63.9
North America,US,Tucson,20,63.5
North America,US,Tucson,21,62.3
North America,US,Tucson,22,66.7
North America,US,Tucson,23,69.1
North America,US,Tucson,24,67.5
North America,US,Tucson,25,67.1
North America,US,Tucson,26,68.3
North America,US,Tucson,27,69.8
North America,US,Tucson,28,66.2
North America,US,Tucson,29,64.3
North America,US,Tucson,30,66.3
North America,US,Fort Smith,1,51.7
North America,US,Fort Smith,2,66.1
North America,US,Fort Smith,3,69.0
North America,US,Fort Smith,4,65.9
North America,US,Fort Smith,5,77.5
North America,US,Fort Smith,6,58.7
North America,US,Fort Smith,7,52.1
North America,US,Fort Smith,8,49.7
North America,US,Fort Smith,9,45.5
North America,US,Fort Smith,10,48.5
North America,US,Fort Smith,11,47.9
North America,US,Fort Smith,12,58.8
North America,US,Fort Smith,13,53.0
North America,US,Fort Smith,14,51.7
North America,US,Fort Smith,15,55.3
North America,US,Fort Smith,16,52.0
North America,US,Fort Smith,17,61.8
North America,US,Fort Smith,18,67.0
North America,US,Fort Smith,19,45.1
North America,US,Fort Smith,20,45.5
North America,US,Fort Smith,21,45.2
North America,US,Fort Smith,22,45.8
North America,US,Fort Smith,23,42.8
North America,US,Fort Smith,24,50.3
North America,US,Fort Smith,25,58.6
North America,US,Fort Smith,26,49.9
North America,US,Fort Smith,27,51.5
North America,US,Fort Smith,28,58.0
North America,US,Fort Smith,29,59.6
North America,US,Fort Smith,30,56.2
North America,US,Little Rock,1,50.0
North America,US,Little Rock,2,70.7
North America,US,Little Rock,3,71.7
North America,US,Little Rock,4,67.1
North America,US,Little Rock,5,72.3
North America,US,Little Rock,6,63.3
North America,US,Little Rock,7,54.1
North America,US,Little Rock,8,49.6
North America,US,Little Rock,9,49.6
North America,US,Little Rock,10,46.3
North America,US,Little Rock,11,45.3
North America,US,Little Rock,12,59.8
North America,US,Little Rock,13,53.1
North America,US,Little Rock,14,49.3
North America,US,Little Rock,15,56.3
North America,US,Little Rock,16,53.8
North America,US,Little Rock,17,59.6
North America,US,Little Rock,18,68.0
North America,US,Little Rock,19,47.1
North America,US,Little Rock,20,41.7
North America,US,Little Rock,21,41.6
North America,US,Little Rock,22,45.6
North America,US,Little Rock,23,40.5
North America,US,Little Rock,24,48.6
North America,US,Little Rock,25,58.0
North America,US,Little Rock,26,50.1
North America,US,Little Rock,27,50.8
North America,US,Little Rock,28,54.6
North America,US,Little Rock,29,52.6
North America,US,Little Rock,30,59.6
North America,US,Fresno,1,57.7
North America,US,Fresno,2,57.9
North America,US,Fresno,3,60.9
North America,US,Fresno,4,61.9
North America,US,Fresno,5,57.7
North America,US,Fresno,6,52.4
North America,US,Fresno,7,53.0
North America,US,Fresno,8,56.9
North America,US,Fresno,9,63.7
North America,US,Fresno,10,62.1
North America,US,Fresno,11,57.1
North America,US,Fresno,12,56.6
North America,US,Fresno,13,55.4
North America,US,Fresno,14,57.3
North America,US,Fresno,15,58.2
North America,US,Fresno,16,66.7
North America,US,Fresno,17,62.2
North America,US,Fresno,18,52.8
North America,US,Fresno,19,52.1
North America,US,Fresno,20,55.4
North America,US,Fresno,21,61.7
North America,US,Fresno,22,59.0
North America,US,Fresno,23,60.3
North America,US,Fresno,24,60.9
North America,US,Fresno,25,60.0
North America,US,Fresno,26,64.3
North America,US,Fresno,27,60.1
North America,US,Fresno,28,49.2
North America,US,Fresno,29,49.7
North America,US,Fresno,30,48.7
North America,US,Los Angeles,1,65.6
North America,US,Los Angeles,2,63.6
North America,US,Los Angeles,3,64.0
North America,US,Los Angeles,4,64.1
North America,US,Los Angeles,5,64.3
North America,US,Los Angeles,6,63.4
North America,US,Los Angeles,7,64.7
North America,US,Los Angeles,8,64.9
North America,US,Los Angeles,9,64.5
North America,US,Los Angeles,10,63.8
North America,US,Los Angeles,11,61.9
North America,US,Los Angeles,12,61.7
North America,US,Los Angeles,13,61.7
North America,US,Los Angeles,14,62.7
North America,US,Los Angeles,15,65.3
North America,US,Los Angeles,16,66.7
North America,US,Los Angeles,17,66.9
North America,US,Los Angeles,18,63.9
North America,US,Los Angeles,19,64.8
North America,US,Los Angeles,20,61.4
North America,US,Los Angeles,21,65.6
North America,US,Los Angeles,22,73.6
North America,US,Los Angeles,23,77.0
North America,US,Los Angeles,24,68.8
North America,US,Los Angeles,25,68.5
North America,US,Los Angeles,26,60.6
North America,US,Los Angeles,27,61.8
North America,US,Los Angeles,28,61.1
North America,US,Los Angeles,29,61.7
North America,US,Los Angeles,30,60.7
North America,US,Sacramento,1,56.5
North America,US,Sacramento,2,57.4
North America,US,Sacramento,3,59.7
North America,US,Sacramento,4,58.7
North America,US,Sacramento,5,51.1
North America,US,Sacramento,6,50.0
North America,US,Sacramento,7,50.2
North America,US,Sacramento,8,51.8
North America,US,Sacramento,9,59.8
North America,US,Sacramento,10,57.3
North America,US,Sacramento,11,53.3
North America,US,Sacramento,12,53.4
North America,US,Sacramento,13,56.0
North America,US,Sacramento,14,57.5
North America,US,Sacramento,15,53.0
North America,US,Sacramento,16,56.5
North America,US,Sacramento,17,54.4
North America,US,Sacramento,18,50.1
North America,US,Sacramento,19,48.2
North America,US,Sacramento,20,54.7
North America,US,Sacramento,21,54.9
North America,US,Sacramento,22,55.4
North America,US,Sacramento,23,57.3
North America,US,Sacramento,24,58.0
North America,US,Sacramento,25,57.9
North America,US,Sacramento,26,57.8
North America,US,Sacramento,27,54.5
North America,US,Sacramento,28,48.7
North America,US,Sacramento,29,49.6
North America,US,Sacramento,30,47.2
North America,US,San Diego,1,65.4
North America,US,San Diego,2,65.4
North America,US,San Diego,3,63.8
North America,US,San Diego,4,64.3
North America,US,San Diego,5,64.6
North America,US,San Diego,6,63.9
North America,US,San Diego,7,65.3
North America,US,San Diego,8,64.5
North America,US,San Diego,9,66.0
North America,US,San Diego,10,63.4
North America,US,San Diego,11,61.9
North America,US,San Diego,12,62.0
North America,US,San Diego,13,63.7
North America,US,San Diego,14,63.2
North America,US,San Diego,15,64.8
North America,US,San Diego,16,67.0
North America,US,San Diego,17,67.6
North America,US,San Diego,18,63.8
North America,US,San Diego,19,62.9
North America,US,San Diego,20,61.6
North America,US,San Diego,21,63.3
North America,US,San Diego,22,70.9
North America,US,San Diego,23,73.8
North America,US,San Diego,24,70.3
North America,US,San Diego,25,63.1
North America,US,San Diego,26,59.6
North America,US,San Diego,27,61.7
North America,US,San Diego,28,57.5
North America,US,San Diego,29,61.1
North America,US,San Diego,30,61.3
North America,US,San Francisco,1,57.1
North America,US,San Francisco,2,57.0
North America,US,San Francisco,3,61.6
North America,US,San Francisco,4,59.5
North America,US,San Francisco,5,53.3
North America,US,San Francisco,6,55.9
North America,US,San Francisco,7,53.9
North America,US,San Francisco,8,57.8
North America,US,San Francisco,9,62.3
North America,US,San Francisco,10,60.4
North America,US,San Francisco,11,59.0
North America,US,San Francisco,12,56.3
North America,US,San Francisco,13,59.7
North America,US,San Francisco,14,59.2
North America,US,San Francisco,15,56.9
North America,US,San Francisco,16,59.3
North America,US,San Francisco,17,56.1
North America,US,San Francisco,18,53.9
North America,US,San Francisco,19,52.6
North America,US,San Francisco,20,58.2
North America,US,San Francisco,21,61.3
North America,US,San Francisco,22,60.5
North America,US,San Francisco,23,61.8
North America,US,San Francisco,24,61.6
North America,US,San Francisco,25,61.2
North America,US,San Francisco,26,63.8
North America,US,San Francisco,27,56.7
North America,US,San Francisco,28,53.3
North America,US,San Francisco,29,55.0
North America,US,San Francisco,30,54.7
North America,US,Colorado Springs,1,50.6
North America,US,Colorado Springs,2,52.3
North America,US,Colorado Springs,3,40.9
North America,US,Colorado Springs,4,57.8
North America,US,Colorado Springs,5,48.4
North America,US,Colorado Springs,6,37.8
North America,US,Colorado Springs,7,34.6
North America,US,Colorado Springs,8,29.0
North America,US,Colorado Springs,9,35.3
North America,US,Colorado Springs,10,36.2
North America,US,Colorado Springs,11,45.6
North America,US,Colorado Springs,12,40.3
North America,US,Colorado Springs,13,49.8
North America,US,Colorado Springs,14,52.2
North America,US,Colorado Springs,15,41.4
North America,US,Colorado Springs,16,46.4
North America,US,Colorado Springs,17,60.3
North America,US,Colorado Springs,18,36.8
North America,US,Colorado Springs,19,36.7
North America,US,Colorado Springs,20,50.9
North America,US,Colorado Springs,21,54.3
North America,US,Colorado Springs,22,45.0
North America,US,Colorado Springs,23,51.8
North America,US,Colorado Springs,24,59.2
North America,US,Colorado Springs,25,46.6
North America,US,Colorado Springs,26,51.0
North America,US,Colorado Springs,27,55.4
North America,US,Colorado Springs,28,44.7
North America,US,Colorado Springs,29,38.6
North America,US,Colorado Springs,30,37.4
North America,US,Denver,1,52.5
North America,US,Denver,2,44.3
North America,US,Denver,3,37.0
North America,US,Denver,4,51.6
North America,US,Denver,5,42.9
North America,US,Denver,6,34.8
North America,US,Denver,7,31.0
North America,US,Denver,8,34.8
North America,US,Denver,9,33.8
North America,US,Denver,10,36.3
North America,US,Denver,11,42.5
North America,US,Denver,12,39.8
North America,US,Denver,13,50.3
North America,US,Denver,14,52.5
North America,US,Denver,15,41.6
North America,US,Denver,16,50.3
North America,US,Denver,17,59.3
North America,US,Denver,18,36.7
North America,US,Denver,19,38.2
North America,US,Denver,20,49.6
North America,US,Denver,21,54.1
North America,US,Denver,22,45.0
North America,US,Denver,23,54.7
North America,US,Denver,24,60.5
North America,US,Denver,25,45.2
North America,US,Denver,26,48.1
North America,US,Denver,27,59.7
North America,US,Denver,28,43.1
North America,US,Denver,29,38.5
North America,US,Denver,30,38.3
North America,US,Grand Junction,1,50.9
North America,US,Grand Junction,2,54.5
North America,US,Grand Junction,3,55.3
North America,US,Grand Junction,4,54.6
North America,US,Grand Junction,5,53.4
North America,US,Grand Junction,6,49.4
North America,US,Grand Junction,7,45.9
North America,US,Grand Junction,8,37.6
North America,US,Grand Junction,9,39.7
North America,US,Grand Junction,10,42.9
North America,US,Grand Junction,11,43.7
North America,US,Grand Junction,12,44.5
North America,US,Grand Junction,13,47.5
North America,US,Grand Junction,14,46.7
North America,US,Grand Junction,15,43.7
North America,US,Grand Junction,16,45.1
North America,US,Grand Junction,17,57.4
North America,US,Grand Junction,18,34.4
North America,US,Grand Junction,19,28.2
North America,US,Grand Junction,20,31.5
North America,US,Grand Junction,21,34.7
North America,US,Grand Junction,22,44.5
North America,US,Grand Junction,23,46.1
North America,US,Grand Junction,24,46.8
North America,US,Grand Junction,25,46.7
North America,US,Grand Junction,26,47.1
North America,US,Grand Junction,27,42.8
North America,US,Grand Junction,28,47.4
North America,US,Grand Junction,29,39.2
North America,US,Grand Junction,30,38.5
North America,US,Pueblo,1,53.1
North America,US,Pueblo,2,55.2
North America,US,Pueblo,3,45.1
North America,US,Pueblo,4,51.8
North America,US,Pueblo,5,41.9
North America,US,Pueblo,6,41.3
North America,US,Pueblo,7,39.2
North America,US,Pueblo,8,32.9
North America,US,Pueblo,9,33.3
North America,US,Pueblo,10,34.1
North America,US,Pueblo,11,37.7
North America,US,Pueblo,12,40.5
North America,US,Pueblo,13,47.6
North America,US,Pueblo,14,49.7
North America,US,Pueblo,15,45.0
North America,US,Pueblo,16,42.5
North America,US,Pueblo,17,59.9
North America,US,Pueblo,18,43.4
North America,US,Pueblo,19,35.6
North America,US,Pueblo,20,44.7
North America,US,Pueblo,21,51.7
North America,US,Pueblo,22,41.9
North America,US,Pueblo,23,48.6
North America,US,Pueblo,24,58.6
North America,US,Pueblo,25,48.3
North America,US,Pueblo,26,44.4
North America,US,Pueblo,27,51.8
North America,US,Pueblo,28,47.9
North America,US,Pueblo,29,32.8
North America,US,Pueblo,30,34.4
North America,US,Bridgeport,1,46.0
North America,US,Bridgeport,2,60.0
North America,US,Bridgeport,3,64.6
North America,US,Bridgeport,4,51.1
North America,US,Bridgeport,5,53.1
North America,US,Bridgeport,6,62.1
North America,US,Bridgeport,7,47.5
North America,US,Bridgeport,8,42.6
North America,US,Bridgeport,9,43.0
North America,US,Bridgeport,10,44.1
North America,US,Bridgeport,11,29.3
North America,US,Bridgeport,12,36.2
North America,US,Bridgeport,13,40.7
North America,US,Bridgeport,14,39.9
North America,US,Bridgeport,15,40.8
North America,US,Bridgeport,16,52.1
North America,US,Bridgeport,17,45.4
North America,US,Bridgeport,18,39.7
North America,US,Bridgeport,19,53.3
North America,US,Bridgeport,20,41.5
North America,US,Bridgeport,21,43.3
North America,US,Bridgeport,22,50.8
North America,US,Bridgeport,23,37.9
North America,US,Bridgeport,24,37.6
North America,US,Bridgeport,25,46.3
North America,US,Bridgeport,26,47.6
North America,US,Bridgeport,27,42.7
North America,US,Bridgeport,28,38.6
North America,US,Bridgeport,29,53.0
North America,US,Bridgeport,30,39.4
North America,US,Hartford Springfield,1,38.5
North America,US,Hartford Springfield,2,53.9
North America,US,Hartford Springfield,3,63.5
North America,US,Hartford Springfield,4,48.4
North America,US,Hartford Springfield,5,45.9
North America,US,Hartford Springfield,6,57.6
North America,US,Hartford Springfield,7,44.6
North America,US,Hartford Springfield,8,39.3
North America,US,Hartford Springfield,9,36.0
North America,US,Hartford Springfield,10,38.8
North America,US,Hartford Springfield,11,26.4
North America,US,Hartford Springfield,12,30.0
North America,US,Hartford Springfield,13,34.5
North America,US,Hartford Springfield,14,36.8
North America,US,Hartford Springfield,15,35.7
North America,US,Hartford Springfield,16,39.5
North America,US,Hartford Springfield,17,40.1
North America,US,Hartford Springfield,18,30.2
North America,US,Hartford Springfield,19,45.2
North America,US,Hartford Springfield,20,37.7
North America,US,Hartford Springfield,21,37.1
North America,US,Hartford Springfield,22,44.0
North America,US,Hartford Springfield,23,35.7
North America,US,Hartford Springfield,24,35.2
North America,US,Hartford Springfield,25,41.9
North America,US,Hartford Springfield,26,44.3
North America,US,Hartford Springfield,27,37.5
North America,US,Hartford Springfield,28,32.0
North America,US,Hartford Springfield,29,47.5
North America,US,Hartford Springfield,30,35.8
North America,US,Washington,1,52.3
North America,US,Washington,2,60.5
North America,US,Washington,3,65.7
North America,US,Washington,4,57.3
North America,US,Washington,5,56.3
North America,US,Washington,6,63.8
North America,US,Washington,7,50.6
North America,US,Washington,8,44.5
North America,US,Washington,9,49.2
North America,US,Washington,10,45.9
North America,US,Washington,11,32.8
North America,US,Washington,12,38.4
North America,US,Washington,13,45.2
North America,US,Washington,14,45.3
North America,US,Washington,15,44.9
North America,US,Washington,16,51.8
North America,US,Washington,17,47.8
North America,US,Washington,18,46.8
North America,US,Washington,19,55.0
North America,US,Washington,20,45.1
North America,US,Washington,21,42.7
North America,US,Washington,22,53.2
North America,US,Washington,23,39.1
North America,US,Washington,24,40.8
North America,US,Washington,25,46.7
North America,US,Washington,26,52.0
North America,US,Washington,27,48.3
North America,US,Washington,28,48.2
North America,US,Washington,29,52.8
North America,US,Washington,30,49.9
North America,US,Washington,1,52.3
North America,US,Washington,2,60.5
North America,US,Washington,3,65.7
North America,US,Washington,4,57.3
North America,US,Washington,5,56.3
North America,US,Washington,6,63.8
North America,US,Washington,7,50.6
North America,US,Washington,8,44.5
North America,US,Washington,9,49.2
North America,US,Washington,10,45.9
North America,US,Washington,11,32.8
North America,US,Washington,12,38.4
North America,US,Washington,13,45.2
North America,US,Washington,14,45.3
North America,US,Washington,15,44.9
North America,US,Washington,16,51.8
North America,US,Washington,17,47.8
North America,US,Washington,18,46.8
North America,US,Washington,19,55.0
North America,US,Washington,20,45.1
North America,US,Washington,21,42.7
North America,US,Washington,22,53.2
North America,US,Washington,23,39.1
North America,US,Washington,24,40.8
North America,US,Washington,25,46.7
North America,US,Washington,26,52.0
North America,US,Washington,27,48.3
North America,US,Washington,28,48.2
North America,US,Washington,29,52.8
North America,US,Washington,30,49.9
North America,US,Washington DC,1,52.3
North America,US,Washington DC,2,60.5
North America,US,Washington DC,3,65.7
North America,US,Washington DC,4,57.3
North America,US,Washington DC,5,56.3
North America,US,Washington DC,6,63.8
North America,US,Washington DC,7,50.6
North America,US,Washington DC,8,44.5
North America,US,Washington DC,9,49.2
North America,US,Washington DC,10,45.9
North America,US,Washington DC,11,32.8
North America,US,Washington DC,12,38.4
North America,US,Washington DC,13,45.2
North America,US,Washington DC,14,45.3
North America,US,Washington DC,15,44.9
North America,US,Washington DC,16,51.8
North America,US,Washington DC,17,47.8
North America,US,Washington DC,18,46.8
North America,US,Washington DC,19,55.0
North America,US,Washington DC,20,45.1
North America,US,Washington DC,21,42.7
North America,US,Washington DC,22,53.2
North America,US,Washington DC,23,39.1
North America,US,Washington DC,24,40.8
North America,US,Washington DC,25,46.7
North America,US,Washington DC,26,52.0
North America,US,Washington DC,27,48.3
North America,US,Washington DC,28,48.2
North America,US,Washington DC,29,52.8
North America,US,Washington DC,30,49.9
North America,US,Washington DC,1,52.3
North America,US,Washington DC,2,60.5
North America,US,Washington DC,3,65.7
North America,US,Washington DC,4,57.3
North America,US,Washington DC,5,56.3
North America,US,Washington DC,6,63.8
North America,US,Washington DC,7,50.6
North America,US,Washington DC,8,44.5
North America,US,Washington DC,9,49.2
North America,US,Washington DC,10,45.9
North America,US,Washington DC,11,32.8
North America,US,Washington DC,12,38.4
North America,US,Washington DC,13,45.2
North America,US,Washington DC,14,45.3
North America,US,Washington DC,15,44.9
North America,US,Washington DC,16,51.8
North America,US,Washington DC,17,47.8
